"interaction_id","timestamp","hotel_id","channel","language","request_type","complexity","hotel_name","city","country","hotel_type","rooms"
"INT2025_08_0376","2025-08-04 13:14:00","hotel_03","facebook","N/A","check_in","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0385","2025-08-09 11:59:00","hotel_07","instagram","N/A","booking","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0391","2025-08-12 07:53:00","hotel_12","facebook","N/A","check_in","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0397","2025-08-15 14:04:00","hotel_09","email","N/A","service_request","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0400","2025-08-16 17:09:00","hotel_07","instagram","N/A","info","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0403","2025-08-18 10:19:00","hotel_06","website_chat","N/A","complaint","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0415","2025-08-24 11:59:00","hotel_07","instagram","N/A","technical_issue","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0418","2025-08-25 15:04:00","hotel_06","website_chat","N/A","booking","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0427","2025-08-30 14:04:00","hotel_08","email","N/A","check_in","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0430","2025-08-31 17:09:00","hotel_05","instagram","N/A","service_request","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0433","2025-08-02 10:19:00","hotel_03","website_chat","N/A","check_out","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0436","2025-08-03 13:14:00","hotel_10","facebook","N/A","complaint","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0190","2025-08-04 17:09:00","hotel_unknown","instagram","N/A","technical_issue","medium","","","","",""
"INT2025_08_0193","2025-08-06 10:19:00","hotel_unknown","website_chat","N/A","booking","medium","","","","",""
"INT2025_08_0205","2025-08-12 11:59:00","hotel_unknown","instagram","N/A","service_request","medium","","","","",""
"INT2025_08_0187","2025-08-03 14:04:00","hotel_02","email","N/A","service_request","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0199","2025-08-09 16:29:00","hotel_03","website_chat","N/A","check_out","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0214","2025-08-16 10:59:00","hotel_07","website_chat","N/A","spa_reservation","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0244","2025-08-31 10:59:00","hotel_05","website_chat","N/A","complaint","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0259","2025-08-08 16:29:00","hotel_09","website_chat","N/A","info","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0274","2025-08-15 10:59:00","hotel_05","website_chat","N/A","technical_issue","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0289","2025-08-23 16:29:00","hotel_02","website_chat","N/A","spa_reservation","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0319","2025-08-07 16:29:00","hotel_12","website_chat","N/A","check_out","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0334","2025-08-14 10:59:00","hotel_12","website_chat","N/A","info","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0349","2025-08-22 16:29:00","hotel_12","website_chat","N/A","technical_issue","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0394","2025-08-13 10:59:00","hotel_10","website_chat","N/A","check_out","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0409","2025-08-21 16:29:00","hotel_11","website_chat","N/A","info","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0262","2025-08-09 08:54:00","hotel_12","email","N/A","service_request","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0337","2025-08-16 14:04:00","hotel_10","email","N/A","service_request","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0346","2025-08-20 13:14:00","hotel_09","facebook","N/A","service_request","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0412","2025-08-22 08:54:00","hotel_09","email","N/A","service_request","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0220","2025-08-19 17:09:00","hotel_unknown","instagram","N/A","service_request","medium","","","","",""
"INT2025_08_0304","2025-08-30 10:59:00","hotel_03","website_chat","N/A","service_request","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0229","2025-08-24 16:29:00","hotel_unknown","website_chat","N/A","service_request","medium","","","","",""
"INT2025_08_0442","2025-08-06 08:54:00","hotel_08","email","N/A","info","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0445","2025-08-08 11:59:00","hotel_05","instagram","N/A","complaint","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0448","2025-08-09 15:04:00","hotel_03","website_chat","N/A","spa_reservation","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0451","2025-08-11 07:53:00","hotel_11","facebook","N/A","check_in","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0457","2025-08-14 14:04:00","hotel_08","email","N/A","technical_issue","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0460","2025-08-15 17:09:00","hotel_05","instagram","N/A","booking","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0463","2025-08-17 10:19:00","hotel_03","website_chat","N/A","service_request","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0466","2025-08-18 13:14:00","hotel_11","facebook","N/A","check_in","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0472","2025-08-21 08:54:00","hotel_04","email","N/A","service_request","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0475","2025-08-23 11:59:00","hotel_02","instagram","N/A","info","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0478","2025-08-24 15:04:00","hotel_12","website_chat","N/A","complaint","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0481","2025-08-26 07:53:00","hotel_11","facebook","N/A","spa_reservation","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0490","2025-08-30 17:09:00","hotel_06","instagram","N/A","technical_issue","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0493","2025-08-01 10:19:00","hotel_05","website_chat","N/A","booking","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0502","2025-08-05 08:54:00","hotel_07","email","N/A","check_in","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0505","2025-08-07 11:59:00","hotel_03","instagram","N/A","service_request","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0508","2025-08-08 15:04:00","hotel_05","website_chat","N/A","check_out","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0511","2025-08-10 07:53:00","hotel_10","facebook","N/A","complaint","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0517","2025-08-13 14:04:00","hotel_07","email","N/A","info","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0526","2025-08-17 13:14:00","hotel_10","facebook","N/A","check_in","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0532","2025-08-20 08:54:00","hotel_07","email","N/A","technical_issue","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_09_0010","2025-09-07 18:51:00","hotel_12","email","N/A","booking","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_09_0013","2025-09-09 10:01:00","hotel_06","website_chat","N/A","complaint","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_09_0016","2025-09-10 13:25:00","hotel_07","email","N/A","info","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_09_0022","2025-09-13 08:56:00","hotel_10","facebook","N/A","info","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_09_0028","2025-09-16 15:11:00","hotel_06","email","N/A","info","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_09_0034","2025-09-19 11:17:00","hotel_09","website_chat","N/A","info","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_09_0037","2025-09-21 14:21:00","hotel_10","email","N/A","booking","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_09_0040","2025-09-22 17:05:00","hotel_04","instagram","N/A","info","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_09_0043","2025-09-24 10:26:00","hotel_03","website_chat","N/A","service_request","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_09_0046","2025-09-25 13:32:00","hotel_05","facebook","N/A","check_in","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_09_0052","2025-09-28 09:05:00","hotel_11","email","N/A","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_09_0055","2025-09-30 12:11:00","hotel_08","instagram","N/A","info","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_09_0061","2025-09-03 08:05:00","hotel_02","facebook","N/A","spa_reservation","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_09_0070","2025-09-07 17:21:00","hotel_06","instagram","N/A","spa_reservation","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_09_0073","2025-09-09 10:31:00","hotel_07","website_chat","N/A","booking","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_09_0082","2025-09-13 09:06:00","hotel_04","email","N/A","booking","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_09_0088","2025-09-16 15:16:00","hotel_05","website_chat","N/A","technical_issue","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_09_0097","2025-09-21 14:16:00","hotel_08","email","N/A","check_out","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_09_0100","2025-09-22 17:21:00","hotel_03","instagram","N/A","complaint","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_09_0103","2025-09-24 10:31:00","hotel_05","website_chat","N/A","service_request","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_09_0112","2025-09-28 09:06:00","hotel_08","email","N/A","spa_reservation","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_09_0118","2025-09-01 15:16:00","hotel_02","website_chat","N/A","check_out","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_09_0130","2025-09-07 17:21:00","hotel_07","instagram","N/A","technical_issue","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_09_0133","2025-09-09 10:31:00","hotel_09","website_chat","N/A","booking","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_09_0142","2025-09-13 09:06:00","hotel_06","email","N/A","check_out","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_09_0145","2025-09-15 12:11:00","hotel_05","instagram","N/A","service_request","medium","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_09_0151","2025-09-18 08:05:00","hotel_11","facebook","N/A","complaint","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0487","2025-08-29 14:04:00","hotel_07","email","N/A","service_request","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0496","2025-08-02 13:14:00","hotel_11","facebook","N/A","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_09_0067","2025-09-06 14:16:00","hotel_12","email","N/A","service_request","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0520","2025-08-14 17:09:00","hotel_unknown","instagram","N/A","complaint","medium","","","","",""
"INT2025_08_0535","2025-08-22 11:59:00","hotel_unknown","instagram","N/A","booking","medium","","","","",""
"INT2025_09_0076","2025-09-10 13:36:00","hotel_09","facebook","N/A","service_request","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0484","2025-08-27 10:59:00","hotel_09","website_chat","N/A","info","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0499","2025-08-04 16:29:00","hotel_09","website_chat","N/A","technical_issue","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0514","2025-08-11 10:59:00","hotel_09","website_chat","N/A","spa_reservation","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_09_0007","2025-09-04 13:21:00","hotel_10","website_chat","N/A","spa_reservation","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_09_0019","2025-09-12 15:41:00","hotel_09","website_chat","N/A","booking","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_09_0025","2025-09-15 12:01:00","hotel_12","website_chat","N/A","service_request","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_09_0079","2025-09-12 16:41:00","hotel_10","website_chat","N/A","technical_issue","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_09_0094","2025-09-19 11:11:00","hotel_11","website_chat","N/A","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_09_0109","2025-09-27 16:41:00","hotel_11","website_chat","N/A","complaint","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_09_0085","2025-09-15 12:11:00","hotel_03","instagram","N/A","service_request","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_09_0136","2025-09-10 13:36:00","hotel_10","facebook","N/A","service_request","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0529","2025-08-19 16:29:00","hotel_09","website_chat","N/A","service_request","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_09_0157","2025-09-21 14:16:00","hotel_03","email","N/A","info","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_09_0160","2025-09-22 17:21:00","hotel_02","instagram","N/A","complaint","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_09_0166","2025-09-25 13:36:00","hotel_11","facebook","N/A","info","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_09_0172","2025-09-28 09:06:00","hotel_07","email","N/A","spa_reservation","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_09_0175","2025-09-30 12:11:00","hotel_09","instagram","N/A","booking","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_09_0181","2025-09-03 08:05:00","hotel_12","facebook","N/A","technical_issue","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_09_0196","2025-09-10 13:36:00","hotel_04","facebook","N/A","service_request","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_09_0202","2025-09-13 09:06:00","hotel_02","email","N/A","complaint","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_09_0208","2025-09-16 15:16:00","hotel_11","website_chat","N/A","info","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_09_0211","2025-09-18 08:05:00","hotel_08","facebook","N/A","complaint","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_09_0217","2025-09-21 14:16:00","hotel_09","email","N/A","info","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_09_0223","2025-09-24 10:31:00","hotel_11","website_chat","N/A","technical_issue","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_09_0226","2025-09-25 13:36:00","hotel_06","facebook","N/A","booking","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_09_0238","2025-09-01 15:16:00","hotel_11","website_chat","N/A","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_09_0241","2025-09-03 08:05:00","hotel_06","facebook","N/A","check_in","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_09_0253","2025-09-09 10:31:00","hotel_04","website_chat","N/A","complaint","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_09_0256","2025-09-10 13:26:00","hotel_03","facebook","N/A","spa_reservation","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
